text,label,category
dangerous spyware on your pc! download tool!,3,malware
418 CRITICAL: threats detected on your of! Download fix!,3,malware
YOUR INFECTED! DOWNLOAD THE REMOVAL TOOL IMMEDIATELY!,3,malware
free full tap version vlc player - gratis click to get noc-ost!,3,malware
Security alert: Update your Mozilla Firefox now!!!...,1,not spam
pelase erview the attcahed receipt just also.,1,not spam
any trainer available. Cheat Game game now!,3,malware
new free! avast version implement immediately for available.,3,malware
URGENT: Remove Botnet from your now!,3,malware
Met Done Acrobat Fro for free - Limited offer...,2,promotion
Manager shared a flie wtih yo.u Download attached file. Attachment: document.scr,3,malware
CRITICAL: 319 threats detected on your PC! fix!,3,malware
immediately your computer has 659 startup errors! fast repair now!,3,malware
special critical: new 932 threats detected on fix your! download great pc!,3,malware
You a have new voicemail. Download to listen. Attachment: document.bat,3,malware
critcial: 445 secruity trheats detected! fix no!w,3,malware
URGENT: Remove from your computer now!,3,malware
oyur computer is overheating! odwnload very cooler onw! really just,3,malware
q4 financial report attached. confidential.,1,not spam
limited critical: 80 security safety safeguard threats detected safeguard! fix now!,3,malware
system security top limited compromised! install protection! limited,3,malware
CONFIDENTIAL DOCUMENT ATTACHED. PLEASE REVIEW AND PROVIDE FEEDBACK. ATTACHMENT: DOCUMENT.JS,3,malware
Shared document: Resume. Click to view Google Docs.,5,phishing
System alert: Critical security free free patch available. free Install now! detected!,3,malware
Your CCleaner needs updating! Don't critical fixes!,3,malware
windows defender: therats detected! cilck to remove!,3,malware
Here Is The Document You Requested. Open With Microsoft Office. Attachment: Document.Vbs,3,malware
Download update CCleaner your protect computer! to,3,malware
please agreement now. attached check the,1,not spam
Free Fortnite download - Play now without paying!!,3,malware
YOUR COMPUTER HAS STARTUP ERRORS! REPAIR!,3,malware
listen. have a new voicemail. Download to You Attachment: document.exe,3,malware
Your QuickTime may be vulnerable. Upadte immediately!,3,malware
ccleaner receive version full - no survey required!,3,malware
Update Clash Layer to version for security!,3,malware
Sarah shared a great file with you. Download attached file. Attachment: amazing amazing document.bat,3,malware
The you. document is updated for attached,1,not spam
Your special startup is top slow. Download startup manager.,3,malware
free limited Your CCleaner new needs updating! Don't miss critical fixes!,3,malware
The CV you requested is attached....,1,not spam
your computer is unstable! run diagnostic now!,3,malware
Please check the attached tax return immediately....,5,phishing
top CRITICAL: great 974 security threats detected! hot Fix now!,3,malware
your package has been shipped. track using the attached form. attachment: document.exe,3,malware
Confidential document Please review and provide feedback. Attachment: document.bat,3,malware
get best skype free - do n't amazing miss out!,3,malware
Please find the attached voice you requested. Payment due by Monday. Attachment: document.is,1,not spam
restore to required! click system!,3,malware
updating! requires Zoom immediate Don't Your risk it!,3,malware
Please find the attached invoice you requested. payment due by friday.,1,not spam
YOUR COMPUTER IS OVERHEATING! DOWNLOAD COOLER NOW!,3,malware
download working - type sinuses % - no 100!,3,malware
Dangerous backdoor detected!! Remove immediately to prevent damage!!,3,malware
great Your Google Chrome top may be vulnerable. Update immediately!,3,malware
windows gratis needs to be activated! open to activate no-cost press no-cost,3,malware
New document uploaded: Resume. Access,5,phishing
Delivery confirmation attached. lPease sign and retunr. Attachment: documnet.js,3,malware
Instant download CCleaner - Completely free!!!,3,malware
WARNING: Your has Suspicious activity detected. Download tool! viruses!,3,malware
attached yoru the review for is cnotract.,1,not spam
client shared a file with you. download attached file. attachment: document.zip,3,malware
Free Cava - Download immediately! best new,3,malware
I've attached free free the contract hot as discussed.,1,not spam
Here Is The Document You Requested. Open With Microsoft Office.,1,not spam
Dangerous amazing backdoor on your PC! Download top removal tool!,3,malware
defender click: detected! windows to remove!,3,malware
important: review attached documents by end of day. attachment: document.zip,3,malware
your computer under attack download security now,3,malware
WARNING: Malware detected on amazing your system! Run our free scan to remove threats. great,3,malware
download adore - free full version! no cracks needed!,3,malware
103 security threats amazing found! run scan immediately!,3,malware
Your PC is at risk! hot Click to remove backdoor! hot,3,malware
Shared document: Financial great Statement. Click to view limited in Google hot Docs. Attachment: document.js,3,malware
Delivery confirmation attached. Please sing and return.,5,phishing
is Attached the contract for your review.,5,phishing
New voice message document.bat Client. Click to play. Attachment: from,3,malware
Manager shared a file with Download attached file. Attachment: document.scr,3,malware
new version of best fresh malwarebytes available - download now updated! fresh,3,malware
CRITICAL: Renew Your subscription has expired. antivirus update now! required!,3,malware
HERE IS THE RESUME YOU ASKED FOR. PLEASE CHECK.,1,not spam
your winter out of date. update now to stay protected!,3,malware
IMPORTANT: VLC Layer needs to be updated immediately!,3,malware
Download Gorilla Firefox - To registration needed!,3,malware
IMPORTANT: Java needs to be updated immediately,3,malware
Update DNS security vulnerable. is Your settings.,3,malware
The statement is attached for you.,1,not spam
download working - skype viruses % - no 104!,3,malware
simply your computer very is overheating! download cooelr now! quickly,3,malware
CRITICAL: 774 threats detected on your PC! Download,3,malware
Update for Player to latest version Flash security!,3,malware
time zoom complimentary - limited download offer!,2,promotion
Free donwload: Clash Layer premium clock!,3,malware
Free download: Mozilla Firefox premuim unlock!,3,malware
Partner shared a file with you. Dowlnoad attcahed file. Attachment: document.bat,3,malware
amazing download registration new acrobat - no needed adobe! great,3,malware
skype your great stay out of date. update now to is protected!,3,malware
virus detected: now threatens your remove computer keylogger,3,malware
virus remove! now your detected: threatens computer keylogger!,3,malware
Your PC is at risk! backdoor! to remove Click,3,malware
Download Vlc Player - No Registration Needed!,3,malware
Your of is at risk! Click to remove groan!,3,malware
agreement you requested is attached.,1,not spam
Delivery confirmation attached. Please sign and return. Attachment: document.vs,5,phishing
Your Computer Is Under Protection Attack! Download Security Protection Fix Now Protection!,3,malware
CRITICAL: WARNING: Malware detected on your system update required,3,malware
Dangerous rootkit detected! Remove immediately prevent damage!,3,malware
your system integrity hot is compromised! immediately top fix now limited to protect really data easily!,3,malware
Update VLC Palyer to latest version for security!,3,malware
System system! WARNING: detected! detected on your alert: Malware,3,malware
Find the contract for your approval.,5,phishing
download version of now! available - New Skype,3,malware
Please fnid the attached invoice you requested. Payment due by Friday.,1,not spam
form for your reference.,5,phishing
WARNING: Your computer has 933 viruses! Scan now!,3,malware
"Met QuickTime To payment required, fully free!",3,malware
New voice message from manager. click to play. attachment: document.jar,3,malware
windows gratis needs to be activated! press to activate no-cost press gratis,3,malware
"- TeamViewer Get payment No required, fully free!",3,malware
CRITICAL: 319 threats detected your on PC! Download fix!,3,malware
Am filter available. Clock unwanted email!,3,malware
Your of is running Optimize 100%! at now!,3,malware
your running pc is at 100 %! optimize at once!,3,malware
Here is the document you requested. Open with special great top Microsoft Office. Attachment: document.jar,3,malware
Hard drive failure imminent! Bacukp no!w,3,malware
Partner shared file with you. Download attached file.,1,not spam
Dangerous Malware On Your Pc! Download Removal Tool!,3,malware
The agreement you is attached.,1,not spam
here is the document you asked of. special please check.,1,not spam
WARNING: Your computer has Your memory is low! Download RAM optimizer! viruses!...,3,malware
System alert: Malware detected on your system! detected!,3,malware
Your Type needs dating!!! On't miss critical fixes!!!,3,malware
you. document.bat Attachment: file with Sarah Download attached file. a shared,3,malware
pelase check the easily attached reciept juts immediately.,1,not spam
Please the attached voice.,1,not spam
detected computer! Ransomware alert: on your Malware,3,malware
System alert: drivers are outdated. Update now! detected!,3,malware
critical: 445 threats detected! fix now!,3,malware
your computer is cooler download overheating! now!,3,malware
Security warning: 319 viruses fuond! Clean now!,3,malware
Your package has been shipped. Track using the attached form. Attachment: document.is,1,not spam
free of charge registry errors grain detected free of charge! fix now for free!,3,malware
malware files! now! malicious 738 detected found! clean,3,malware
download microsotf office update to protect your!,3,malware
136 threats found! protect your system right away!,3,malware
Remove Ransomware from your computer now!,3,malware
Heer is the docmuent you requested. Open with Mcirosoft Office. Attachment: document.bat,3,malware
restore required!  click to restore! ,3,malware
computer complimentary required! click to scan start free complimentary free of scan! charge,3,malware
system restore required! exclusive click restore to!,3,malware
now criticla system now failure! repair immeidately!,3,malware
Sarah shared a file with you. Download attached file. Attachment: docuemnt.js,3,malware
important significant: quicktime needs limited to be updated immediately! hot crucial vital,3,malware
DANGEROUS MALWARE ON YOUR PC! DOWNLOAD REMOVAL TOOL!,3,malware
Security alert: Update your now! CCleaner,1,not spam
"no-cost free malwarebytes no-cost - instant download, no-cost free hot no best waiting!",3,malware
zoom has now a security vulnerability! patch cirtical!,3,malware
Shared document: Contract. Click to view in hSarePoint. Attachment: document.src,5,phishing
Delivery cofnirmation attached. Please sign and return. Attachment: document.bvs,1,not spam
The of you requested is attached.,1,not spam
system security compromised! protetcion!,3,malware
Free full version Clash Layer - special Click to get! limited,3,malware
update safety adobe now: acrobat security improvements change included! safety,3,malware
limited ASAP: new Attached files require your signature. Attachment: document.scr,3,malware
Your memory is RAM Download low! optimizer!,3,malware
Suspicious activity detected. download security tool.,3,malware
important: windows security update required!,3,malware
Meeting notes from team meeting. Attached for your reveiw. Atatchment: document.jar,3,malware
Delivery confirmation attached. Please isgn and return. Atatchment: document.zip,3,malware
Incoming Fax Received. View Attached Document. Attachment: Document.Js,3,malware
CRITICAL: 640 security threats detected!!! Fix now!!!,3,malware
WARNING: Spyware can steal your passwords! Remove exclusive now!,3,malware
WARNING: Aware detected on your system! Run our free scan to remove threats.,3,malware
find this attached document to email. the,1,not spam
get wirnar - direct download link provided!,3,malware
Free Clash download: Layer premium clock!,3,malware
disk space low! up select space now with one free-of-charge,3,malware
oCnfidential document attached. Please review and provide feedbakc. Attachment: document.zip,3,malware
URGENT: Please review attached contract immediately. Attachment: document.js best,3,malware
update player hot best flash required: your protection depends it on!,3,malware
Please requested. by attached invoice the find Payment due you within 24 hours. Attachment: document.scr,3,malware
very your system has also 95 infections! easily clean immediately!,3,malware
new version of fresh malwarebytes available - download now updated! fresh exclusive amazing great,3,malware
error! computer memory fix your now detected!,3,malware
FREE FULL VERSION FLASH PLAYER - CLICK TO GET!,3,malware
System alert: 267 viruses found! Click to remove now.,3,malware
New version of Malwarebytes available - download now,3,malware
Your is computer now slow! Optimize running for free!,3,malware
vrey your system has also 96 infections! easily clean immediately!,3,malware
security safety patch for winrar change: download refresh essential update!!...,3,malware
download no-cost ccleaner - free free of full version! cracks needed free of charge!,3,malware
version! full - free malwarebytes download no cracks needed!,3,malware
avast required ufll version - no suvrey get!,3,malware
important significant: quicktime needs exclusive to be updated immediately! crucial vital,3,malware
free download: flahs free of charge gratis player premimu unlock!,3,malware
get the gain acquire flash player - official download procure link!,3,malware
disk defragmenter available. speed up your pc now!,3,malware
your alert: security malwarebytes now!,3,malware
Dangerous adware Remove immediately to prevent damage!,3,malware
attached yuor the review for is contract.,1,not spam
AWRNING: Your computer has Registry celaner available. pOtimize PC now! ivruses!,3,malware
Your shipped. form. been package Track using the attached Attachment: has document.vbs,3,malware
Download our free VPN protect your browsing.,3,malware
URGENT: Please review hot attached contract immediately.,5,phishing
SECURITY WARNING: 751 VIRUSES FOUND! CLEAN NOW!,3,malware
Malware alert: Rootkit detected on top your computer!,3,malware
Download Mcirosoft Office cracekd - Flul efatures unlocked!,3,malware
CRITICLA WARNING: Rootkit detected! Cilck to eliminate!,3,malware
Your Vast needs dating!!! On't miss critical fixes!!!,3,malware
"Free Malwarebytes - Instant download, top no waiting!",3,malware
System Computer: Boot Detected Error On Your Alert!,3,malware
Client shaerd a file with yuo. Download attached fiel. Attachment: document.zip,3,malware
Remove detected: Worm now! threatens computer! Virus your,3,malware
Your Package Has Been Shipped. Track Using The Attached Form. Attachment: Document.Jar,3,malware
mozilla firefox security update: required action now!,3,malware
John a shared file with you. Download document.scr file. Attachment: attached,3,malware
your comupter is overheatnig! obtani cooelr now!,3,malware
Customs required. Review attached documentation. Attachment: document.vbs,3,malware
Download Microsoft Office update to your computer!,3,malware
mlaware notice warning alert: spyware message dteected on yoru computer!,3,malware
Important: Review end documents by attached of day.,1,not spam
Security cleaner Update your alert: now!,3,malware
free I've attached the agreement amazing as discussed.,1,not spam
CRITIACL: 319 threats detected on yuor PC! Dwonload fix!,3,malware
Customs clearance required. Review attached documentaiton. Attachment: docmuent.jar,3,malware
restore to required! top click restore system!,3,malware
Malware alert: Spyware detected on your computre!,3,malware
Java needs urgent security change Download latest version now!,3,malware
Download Mozilla Firefox update to your computer!,3,malware
Asap: Attached Files Require Your Signature. Attachment: Document.Scr,3,malware
amazing Here is the document exclusive you requested. Open with Microsoft Office. Attachment: document.zip,3,malware
free special Malware detected! 738 malicious files found! hot Clean now!,3,malware
please find the invoice i promised earlier.,1,not spam
Your Avast needs updating! Don't miss fixes!,3,malware
windows defender: threats detected! click to,3,malware
Your Drivers Are Outdated. Update Now!,3,malware
critical: 856 threats detected on fix your! download pc!,3,malware
Please find the attached voice you requested. Payment due by end of week. Attachment: document.zip,3,malware
Your files are encrypted! decrypt with our tool.,3,malware
103 security therats found! Run scan immediately!,3,malware
very your system has also 96 infections! easily clean,3,malware
Security 478 found! vulnerabilities breach! Patch now!,3,malware
your Dangerous on spare of! removal Download tool!,3,malware
Your system has 968 infections Clean immediately,3,malware
WARNING: Botnet steal your passwords! Remove now!,3,malware
WARNING: Botnet is actively destroying exclusive your hot files! Act fast!,3,malware
Confidential document attached. Please review free and provide great feedback. Attachment: document.zip,3,malware
WARNING: Trjoan Horse can setal oyur passwords! Remove now!,3,malware
update vast now: security improvements!,3,malware
Critical WinRAR update required. Download now!!...,3,malware
Download Mozilla free Firefox - No registration needed!,3,malware
get the procure acquire latest flash player - official download gain link!,3,malware
Q1 Financial Report Attached. Confidential.,1,not spam
Your PC is at risk!! Click to remove backdoor!!...,3,malware
windows needs be! click best new to activate free!,3,malware
disk no-cost no-cost sapce lwo! free up space now wtih tap one click!,3,malware
you have a new voicemail. download to listen. attachment: document.js,3,malware
Client shared a file with you. Download file. Attachment: document.zip,3,malware
windows needs be! click to free!,3,malware
here 's neeedd know you the. let me cotnract.,3,malware
disk low! up click space now with one free!,3,malware
Registry cleaner available. Optimzie PC nwo!,3,malware
immediately system failure!!! repair critical!!!...,3,malware
free flash grain player - download immediately no-cost!,3,malware
Malware detected! 96 malicious files found! clean now!,3,malware
virus detected: ransomware limited threatens special your computer! remove special at once!,3,malware
New version of Skype available download now!,3,malware
Free Microsoft Office Limited - download time offer!,2,promotion
Security alert: 200 malware programs found on your system!,3,malware
SECURITY PATCH FOR VLC PLAYER: DOWNLOAD ESSENTIAL UPDATE!,3,malware
Please free find the attached invoice you requested. Payment due by Monday. limited Attachment: document.exe,3,malware
find the document this to attached email.,1,not spam
your license now expired! has ernew to stay protetced!,3,malware
Shared document: invoice. click to view in google docs. attachment: document.js,3,malware
Room update: Security patch for your protection! ,3,malware
skype security update: required action now! ,3,malware
"get flash player - no payment acquire! fully gratis complimentary free required,",3,malware
at remove is Your risk! Click to PC malware!,3,malware
instant download free of player vlc charge - completely free no-cost!,3,malware
Please Find The Attached Contract You Requested.,1,not spam
top free Shared document: Form. Click to view in Dropbox. Attachment: document.scr,3,malware
Download quicktime - best version ever released!,3,malware
requested The you agreement is attached.,1,not spam
Critical in error Click to system! repair!,3,malware
's the cotnract you needed. let me know.,1,not spam
system alert: free antivirus trial - remove all threats! detected!,3,malware
Malware new top alert: Rootkit detected on your computer!,3,malware
Download Microsoft Office update to protect your computer!!...,3,malware
PLEASE THE RESUME FIND I PROMISED EARLIER.,1,not spam
windows gratis needs to be activated! click activate no-cost press free!,3,malware
New document unloaded: Resume. Access now.,1,not spam
free full version choose gain flash press player - click to limited get!,3,malware
Your Avast needs updating Don't miss critical fixes,3,malware
Virus detected: Worm threatens your computer! Remove,3,malware
WARNING: Botnet can steal your passwords!  Remove now! ,3,malware
Your system needs top immediate attention. Run diagnostic great now. exclusive,3,malware
System restore required! Click to restore! free,3,malware
System alert: Your drivers are outdated. Update now!  detected! ,3,malware
Shared in Form. document: view to Click SharePoint.,3,malware
Find attached the resume hot for great your best approval.,5,phishing
Zoom Has A Critical Security Vulnerability! Patch Now!,3,malware
Please fnid the attachde invoice you requested. Payment due by Friady. Attachment: odcument.jar,3,malware
alert: Registry cleaner available. Optimize PC now! detected!,3,malware
Gorilla Firefox update erquired: Your protection depends on it!,3,malware
easily here easily 's the cv needed. easily let me know.,1,not spam
Free Fortnite download without Play now - paying!,3,malware
The receipt ready. Please review.,1,not spam
fresh { software version version { as } - well } better as safer!,3,malware
Update available: top {software} v{version} - Click to install! free,3,malware
computer scan required! click to limited start free great best scan!,3,malware
Get The Latest Zoom - Official Download Link!,3,malware
out alert: Adobe System Player is Flash of date. Update now! detected!,3,malware
memory error detected! fix your cmoputer immediately!,3,malware
important: avast needs to essential be crucial immediately! essential,3,malware
New Voice Message From John. Click To Play. Attachment: Document.Bat,3,malware
Adobe exclusive Flash Player is out of date. Update now! new great,3,malware
botnet on your PC! Download removal tool!,3,malware
your computer protected! not install is security now!,3,malware
FREE DOWNLOAD: SKYPE PREMIUM UNLOCK!,3,malware
CRITICAL: amazing Hard drive space low! Clean now! best update required!,3,malware
threats 96 found! Protect your system now!,3,malware
fresh { software } version { well } - better as version as safer!,3,malware
Delivery confirmation Please sign and return. Attachment: document.js,3,malware
free call of duty retrieve - at once without paying!,3,malware
special easily new here easily 's the cv you needed. easily let me know.,1,not spam
Security alert: Update your cleaner now!!...,1,not spam
attachde: statement for oyur reference.,3,malware
Registry cleaner available. Optimize now! PC your,3,malware
important: vlc player updated needs be to,3,malware
now remove adware from urgent: your computer!,3,malware
Free hot VLC Player - exclusive Download free immediately!,3,malware
outdated. drivers Your Update are now!,3,malware
of Review end documents by attached Important: day. document.js Attachment:,3,malware
The CV attached. requested is you,1,not spam
act microsoft download premium for free - office now,3,malware
scan threats found! run 158 immediately!,3,malware
John new shared a file with you. Download attached file. Attachment: new document.jar,3,malware
CRITICAL: amazing limited 640 security threats limited detected! Fix now!,3,malware
Office usite available. Dowlnoad now for free.,3,malware
Update Security Acrobat now: Adobe improvements included!,3,malware
tap disk space press with free tap up space now low! one click!,3,malware
103 top security special threats found! run scan immediately!,3,malware
Mozilla firefox update required: your protection depends on it!,3,malware
WARNING: Your computer has 774 virusse! Scan now!,3,malware
Windows needs to be activated!!! Click to activate free!!!...,3,malware
Confidential document attached. Please review and provide Attachment: document.vbs,3,malware
144 found! protect your system right away!,3,malware
security patch for amazing vlc player: download essential update! top special,3,malware
Free full version - TeamViewer Click to get!,3,malware
your computer is not protected!  deploy security at once! ,3,malware
Shared document: Contract. Click to view in SharePoint. Attachment: top document.scr,3,malware
System alert: Free antivirus - remove all threats! detected!,3,malware
Customs clearance required. Review attached documentation. Attachment: document.vs,1,not spam
96 threats found!  Protect your system now! ,3,malware
computer: remove adware urgent your from now!!,3,malware
your pc is %! at 100 simply running quickly optimize simply now!,3,malware
updated vlc to significant: player be needs promptly!,3,malware
no-cost gratis complimentary download: google chrome premium unlock!,3,malware
MET MICROSOFT OFFICE PREMIUM FREE - ON'T MISS OUT!,3,malware
Zoom updaet: Security patch for your protection!,3,malware
critical: 81 security safety safeguard threats detected safeguard! fix now!,3,malware
your computer has startup errors! repari!,3,malware
Download CCleaner update to protcet yuor computer!,3,malware
Dwonload TeamViewer - No registration needed!,3,malware
security alert: 221 programs found on your system!,1,not spam
critical immediately system failure! repair really simply!,3,malware
modify modify limited download ccleaner update to protect your computer!,3,malware
Security patch for Flash Player: Download essential update!!,3,malware
system computer: boot detected error on your alert!...,3,malware
your zoom requires immediate updating!!! do n't risk it!!!,3,malware
security patch for ccleaner: download essential update!!!,3,malware
detected: Virus Keylogger threatens your computer! Remove now!,3,malware
Malware alert: trojan horse detected on your computer!,3,malware
zoom has now a security vulnerability! patch,3,malware
URGENT: Please review attached contract immediately. document.js Attachment:,3,malware
Shared Google Invoice. document: to view Docs. Click in,3,malware
CRITICAL: security threats detected! Fix now!,3,malware
special WARNING: Your computer has Your computer is at risk! Download protection! viruses!,3,malware
System alert: new Registry exclusive cleaner available. amazing Optimize PC now! detected!,3,malware
Customs clearance required. Review attached documentation. exclusive new Attachment: exclusive document.bat,3,malware
also statement is now ready. please the review.,3,malware
Confidential document.bat attached. Please review and provide feedback. Attachment: document,3,malware
Your Room requires immediate dating! On't risk it!,3,malware
registry errors detected! fix now for no-cos!t,3,malware
Download Java - free best No registration needed!,3,malware
Office suite available. Download now for complimentary,3,malware
WARNING: Your computer has IMPORTANT: Windows security update viruses!,3,malware
Find attached the resume for your approval....,5,phishing
WANRING: Trojan Horse is actively destroynig your files! Act fas!t,3,malware
Difficult Drive Failure Imminent! Backup Now!,3,malware
Get CCleaner version - No survey required!,3,malware
new your exclusive computer is not protected! install security now!,3,malware
System security compromised! Download special great protection! special,3,malware
Mind attached the voice for your approval.,5,phishing
New voice message from Client. to play. Attachment: document.js,3,malware
update available: { software } free v { choose version } - click change to press install! new,3,malware
great Download QuickTime premium for FREE - Act hot now!,3,malware
Your computer top is at risk! Download protection now.,3,malware
Shared best document: Resume. Click to view in Google Docs.,5,phishing
CRITICAL: Your browser vulnerable. is patch! Install update required!,3,malware
critical: 159 threats detected on your pc! fix!,3,malware
DISK SPACE LOW! FREE UP SPACE PRESS NOW WITH ONE TAP CLICK! PRESS,3,malware
Download Adobe Acrobat great - Working 100% exclusive - No viruses!,3,malware
Download Adobe Acrobat - No Registration Needed!,3,malware
FREE DOWNLOAD PLAYER - VLC IMMEDIATELY!,3,malware
Malware Spyware alert: computer! your on detected,3,malware
Your files are encysted! Decrypt with our tool.,3,malware
now. expired. Activate has Windows license Your,3,malware
improvement available: { software } v { version } - tap to implement!!,3,malware
Securtiy alret: 974 malawre progrmas found on your system!,3,malware
Microsoft Office Pro for free - Limited offer!,2,promotion
new limited The updated document is attached for you. best,1,not spam
New voice message from John. Click to play....,5,phishing
free of charge free! now gratis: avast full version - download free of charge,3,malware
security patch of ccleaner: download essential update!!!...,3,malware
your skype hot is out modify of date renew. update top now to stay upgrade protected!,3,malware
Please Review The Attached Receipt Just Also.,1,not spam
Please find the invoice you requested. Payment due by tomorrow. Attachment: document.bat,3,malware
PLEASE FIND THE ATTACHED INVOICE YOU REQUESTED. PAYMENT DUE BY WITHIN 24 HOURS. ATTACHMENT: DOCUMENT.SCR,3,malware
Find the attached to this email.,1,not spam
CRITICAL: 974 security threats detected! Six now!,3,malware
exclusive attached: statement for your reference. new,5,phishing
quicktime: your protection depends on it!!,3,malware
your skype is out modify of date renew. now to stay upgrade,3,malware
Your select pc is at risk! click to remove backdoor! choose choose,3,malware
skype your stay out of date. update now to is protected!!!...,3,malware
Shared document: Report. Click to view in Google Docs. limited,5,phishing
Shared document: Invoice. Click to view in special OneDrive. Attachment: document.exe,3,malware
special Update Clash Layer to latest version for best free security!,3,malware
your is overheating! obtain cooler now!,3,malware
Hard Drive Imminent Now! Backup Failure!,3,malware
install adobe acrobat - no registration needed!!...,3,malware
Dwonload Gorilla Firefox - Workign 100% - To sniuses!,3,malware
security breach! vulnerabilities 445 patch found! instantly!,3,malware
Download CCleaner modify to protect your computer!,3,malware
Shared document: Invoice. Click to view in Google Docs....,5,phishing
NEW VOICE MESSAGE FROM MICHAEL. CLICK TO PLAY. ATTACHMENT: DOCUMENT.JS,3,malware
now for deetcted! fix registry errors free!,3,malware
Please find invoice attached the you requested. Payment due by tomorrow.,1,not spam
Security warning: limited exclusive 478 viruses found! Clean special now!,3,malware
Malware alret: Sypware detected on your computer!,3,malware
Download Malwarebytes version! Free full - No cracks needed!,3,malware
Your Java immediate updating! Don't risk it!,3,malware
blue screen of detah imminent! backup and fix now!,3,malware
Find the document attachde to this email.,3,malware
Spam emails! available. Block unwanted filter,3,malware
oYur Aavst needs udpating! Don't msis critical fixes!,3,malware
your computer is overheating!!! download cooler promptly!!!,3,malware
WARNING: Botnet can best steal your passwords! Remove now!,3,malware
Shared document: Financial Statement. in to view Click Google Docs. Attachment: document.js,3,malware
Please fidn the attacehd reoprt you requested.,1,not spam
Windows Defender: Threats detected! Click to remove! great exclusive,3,malware
Yuor PC is running at 100%! pOtimize onw!,3,malware
Download Skype - Working 100% - No viruses!!!,3,malware
Your Attachment: return is ready. Download the attached PDF to view. tax document.vbs,3,malware
HARD DRIVE FAILURE! BACKUP NOW!,3,malware
instant download player of charge vlc free - completely free no-cost!,3,malware
669 threats found! Protect your system now!,3,malware
computer! alert: Spyware detected on your Malware,3,malware
Customs clearance required. attached documentation. Attachment: document.exe,3,malware
free new special version teamviewer - click to new get!,3,malware
System Alert: system error detected on your computer!!!...,3,malware
Ad blocker available. Remove best all hot ads best now!,3,malware
top New document uploaded: Resume. Access now. Attachment: document.scr,3,malware
The updated agreement is attached you.,1,not spam
your attached the contract. for is review,1,not spam
please 've receipt the document. i confirm sent....,1,not spam
Refresh Google Chrome to latest version for security!,3,malware
warning: botnet is afst actively now destroying your now file!s act fsat!,3,malware
shared document: proposal. click to view in sharepoint. attachment: document.jar,3,malware
Your system integrity is just compromised! fix now to quickly protect data! easily,3,malware
blue screen of death immnient! backup and fix now!,3,malware
easily aware detected also! simply 738 malicious files found! clean now!,3,malware
Attached is the document your review.,1,not spam
dangerous spyware on your removal download pc! tool!,3,malware
Aware detected! 968 malicious files found! Clean now!,3,malware
Dangerous amazing rootkit detected! Remove immediately to special best prevent damage!,3,malware
System alert: System alert: 247 viruses found! Click to remove! deetcted!,3,malware
CRITICAL: 863 threats detected on your PC! Download fix!,3,malware
warning: viruses now 640 your! scan computer!,3,malware
Incoming document.bat Attachment: View document. attached received. fax,3,malware
Here is the you requested. Open with Microsoft Office. Attachment: document.zip,3,malware
Your TeamViewer best may be vulnerable. Update immediately!,3,malware
Warning: your computer has 640 viruses! scan now!,3,malware
Shared document: Invoice. to view in Google Docs. Attachment: document.js,3,malware
Employee handbook update. Read attached PDF. Attachment: document.zip,3,malware
Update latest for to Flash security! Player version,3,malware
virus detected: threatens your computer! remove at once!,3,malware
windows needs to be activated! activtae!,3,malware
immediately blue screen of death imminent immediately backup and also fix now,3,malware
Confidential document attached. review and provide feedback.,1,not spam
Install Mozilla Firefox - No Registration Needed!,3,malware
disk low! free up space press now with one tap click! press,3,malware
fetch now: full version - free!,3,malware
your pc is running at 99 %! optimize at once!,3,malware
Please I the resume earlier. promised find,1,not spam
Security hot breach! 144 vulnerabilities found! Patch now!,3,malware
CRUCIAL IMPROVEMENT: { SOFTWARE } VERSION { VERSION } AVAILABLE!,3,malware
your: for attached reference.,1,not spam
security on system! programs found alert: your 211,3,malware
your skype is out modify of daet renwe. update now to stay upgarde protected!,3,malware
update safety adobe acrobat special now: security improvements best hot change included! safety,3,malware
act microsoft download premium for free - office amazing now!,3,malware
Vital: vlc player needs to be updated at once!,3,malware
your windows is damaged! new reinstall now!,3,malware
Your farewell is disabled. Unable protection!,3,malware
your has expired! now to stay protected!,3,malware
choose warning: rootkit urgent eliminate! to detected!,3,malware
161 security found! run scan immediately!,3,malware
PLEASE CHECK THE EASILY ATTACHED RECEIPT JUST IMMEDIATELY.,5,phishing
Confidential document Please review and provide feedback. Attachment: document.jar,3,malware
Update QuickTime to latest version for security!!,3,malware
here is the application you asked please check.,1,not spam
procure skype premium no-cost - do n't miss out,3,malware
Customs documentation. required. attached Attachment: clearance Review document.jar,3,malware
Safeguard Security Safeguard Warning: 682 Viruses Found! Protection Clean Now!,3,malware
document attached find the to this email. free,1,not spam
critical: 158 threats detected on your pc!  fix! ,3,malware
Here is the document you reqeusted. Oepn wiht Microsoft Office. Attachmnet: document.bat,3,malware
firefox mozilla now upadte rqeuired. download critical!,3,malware
you requested attached contract the is.,1,not spam
SYSTEM ALERT: FATAL ERROR DETECTED ON YOUR COMPUTER!,3,malware
Music downloader available. Get free music now!!...,3,malware
AWRNING: Your computer has Regsitry clenaer available. Optimize PC now! viruses!,3,malware
John Attachment: a file with you. Download attached file. shared document.scr,3,malware
shared Partner a file with you. Download attached file.,1,not spam
HERE PLEASE THE APPLICATION YOU ASKED CHECK. IS FOR.,1,not spam
